COUNTRY,PROVINCE,TOWN,SUBURB,STREET,STR_TYPE,STR_NUM,LAT,LON,PAID
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,1,-26.191068,28.287313,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,2,-26.191105,28.286973,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,3,-26.191305,28.287343,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,4,-26.19127,28.286799,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,5,-26.191527,28.287374,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,6,-26.191406,28.28702,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,7,-26.191747,28.287404,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,8,-26.191661,28.287062,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,9,-26.191972,28.287415,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,10,-26.191661,28.286873,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,11,-26.191997,28.287182,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,12,-26.191681,28.286679,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,13,-26.192023,28.286961,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,14,-26.191727,28.286484,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,15,-26.192048,28.286739,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,16,-26.191749,28.286287,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,17,-26.192073,28.286518,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,18,-26.191768,28.286098,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,19,-26.192097,28.286297,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,20,-26.191542,28.286069,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,21,-26.192122,28.286074,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,22,-26.191518,28.286254,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,23,-26.19215,28.285838,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,24,-26.191475,28.286473,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,25,-26.191926,28.285788,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,26,-26.19132,28.286505,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,27,-26.191703,28.285757,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,28,-26.191121,28.286483,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,29,-26.191487,28.285726,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,31,-26.191247,28.285726,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,33,-26.191205,28.285923,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ALPINE,CL,35,-26.191184,28.28614,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,1,-26.184585,28.291439,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,2,-26.183885,28.291739,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,3,-26.184435,28.291069,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,4,-26.183605,28.291339,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,5,-26.18425,28.290685,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,6,-26.183415,28.290949,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,7,-26.184065,28.290289,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,8,-26.183235,28.290559,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,9,-26.183875,28.289899,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,10,-26.183045,28.290179,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,11,-26.183695,28.289509,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,12,-26.182785,28.289639,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,13,-26.183505,28.289119,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,14,-26.182605,28.289249,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,15,-26.183325,28.288729,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,16,-26.182425,28.288859,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,17,-26.183135,28.288339,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,18,-26.182325,28.288329,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,19,-26.182665,28.287949,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,20,-26.182055,28.288099,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,22,-26.181925,28.287779,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,AMBLESIDE,AV,18A,-26.182166,28.288599,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,2,-26.181955,28.283977,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,3,-26.182525,28.283929,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,4,-26.18174223,28.2836865,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,6,-26.18198,28.283694,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,7,-26.182423,28.283543,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,8,-26.182,28.283484,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,9,-26.18262175,28.28356647,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,10,-26.18179828,28.28342868,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,11,-26.182443,28.283291,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,12,-26.18179313,28.28316815,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,13,-26.18263447,28.28330209,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,14,-26.182035,28.283176,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,15,-26.182484,28.283034,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,16,-26.182037,28.282975,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,17,-26.1826888,28.28303483,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,18,-26.181948,28.28291,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,19,-26.18251,28.282776,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,20,-26.182068,28.282739,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,21,-26.18271323,28.28277573,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,22,-26.18193253,28.28265191,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,23,-26.182541,28.282515,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,24,-26.1821,28.282477,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,25,-26.18273549,28.2825186,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,26,-26.18193141,28.28238305,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BELLA,ST,29,-26.182158,28.282187,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BERRY,ST,1,-26.187005,28.286709,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BERRY,ST,2,-26.186332,28.286607,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BERRY,ST,3,-26.186965,28.287089,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BERRY,ST,4,-26.18629,28.286982,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BERRY,ST,5,-26.186956,28.287466,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BERRY,ST,6,-26.186217,28.287362,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BERRY,ST,7,-26.186839,28.28783,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,BERRY,ST,8,-26.186246,28.287753,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,1,-26.1854,28.283735,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,2,-26.18544,28.283358,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,3,-26.185681,28.283771,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,4,-26.185695,28.283394,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,5,-26.185959,28.283809,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,6,-26.185951,28.283426,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,7,-26.186238,28.283835,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,8,-26.186284,28.283597,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,9,-26.186314,28.283334,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,10,-26.186345,28.283067,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,11,-26.18636,28.282793,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,12,-26.185981,28.283143,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,13,-26.186079,28.282759,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,14,-26.185728,28.283108,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,15,-26.185802,28.282722,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,16,-26.185468,28.283075,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CASA GRANDE,ST,17,-26.185525,28.282682,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CERNAN,RD,1,-26.193229,28.285494,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CERNAN,RD,2,-26.192581,28.285397,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CERNAN,RD,3,-26.193273,28.285143,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CERNAN,RD,4,-26.192623,28.285052,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CERNAN,RD,5,-26.193308,28.284806,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CERNAN,RD,6,-26.192661,28.284714,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CERNAN,RD,7,-26.193347,28.284467,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CERNAN,RD,8,-26.192692,28.284372,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CERNAN,RD,9,-26.193386,28.284128,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CERNAN,RD,10,-26.192732,28.284035,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CERNAN,RD,11,-26.193431,28.28379,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CERNAN,RD,12,-26.192765,28.283696,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,1,-26.192626,28.285919,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,2,-26.192681,28.286271,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,3,-26.192377,28.285892,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,4,-26.192656,28.286488,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,5,-26.192363,28.286141,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,6,-26.192631,28.286706,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,7,-26.19232,28.2864,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,8,-26.192608,28.286924,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,9,-26.19229155,28.28666749,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,10,-26.192585,28.287145,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,11,-26.19226847,28.28690935,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,12,-26.19285185,28.28717167,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,13,-26.192239,28.287177,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,14,-26.19287755,28.28694649,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,15,-26.192216,28.287438,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,16,-26.1929,28.286743,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,17,-26.19244,28.287456,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,18,-26.192925,28.286525,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,19,-26.192678,28.287502,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,20,-26.192945,28.286306,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,21,-26.192916,28.287527,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,23,-26.193153,28.287554,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,25,-26.193168,28.28731,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,27,-26.193211,28.287052,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,29,-26.193241,28.28679,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,31,-26.193269,28.286529,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,33,-26.19329,28.286272,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,35,-26.193315,28.286008,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHAMPS DU LAC,CT,37,-26.193083,28.285994,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHARLES,ST,1,-26.18834372,28.28843935,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHARLES,ST,2,-26.188133,28.287698,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHARLES,ST,3,-26.188534,28.288079,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHARLES,ST,4,-26.188206,28.287027,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHARLES,ST,6,-26.188305,28.286189,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHARLES,ST,8,-26.188395,28.285529,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHARLES,ST,9,-26.188757,28.286874,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHARLES,ST,11,-26.188954,28.286709,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHARLES,ST,13,-26.188802,28.286494,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHARLES,ST,15,-26.188842,28.286136,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHARLES,ST,17,-26.188882,28.285773,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CHARLES,ST,1\273,-26.188225,28.286847,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CONISTON,ST,1,-26.183048,28.290181,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CONISTON,ST,2,-26.18278,28.289639,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CONISTON,ST,3,-26.182429,28.290535,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,CONISTON,ST,4,-26.182163,28.289992,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,DENHAM,RD,1,-26.190305,28.28559,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,DENHAM,RD,2,-26.190279,28.285853,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,DENHAM,RD,3,-26.190248,28.286129,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,DENHAM,RD,4,-26.19023,28.286397,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,DENHAM,RD,5,-26.190194,28.286699,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,DENHAM,RD,6,-26.190068,28.286712,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,DENHAM,RD,7,-26.189809,28.286646,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,DENHAM,RD,8,-26.189848,28.28634,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,DENHAM,RD,9,-26.189878,28.286082,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,DENHAM,RD,10,-26.189904,28.285799,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,DENHAM,RD,11,-26.189932,28.285536,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ENID,RD,1,-26.187914,28.288489,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ENID,RD,12,-26.187835,28.287669,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ENID,RD,14,-26.187569,28.287627,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,ENID,RD,16,-26.187295,28.287654,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GENEVA,ST,1,-26.181315,28.290209,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GENEVA,ST,2,-26.181177,28.289584,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GENEVA,ST,3,-26.18065334,28.29051399,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GENEVA,ST,4,-26.180405,28.290029,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GENEVA,ST,83,-26.180925,28.290289,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GENEVA,ST,1\12,-26.180871,28.289694,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GENEVA,ST,2\12,-26.180905,28.289873,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GREENDALE,AV,1,-26.188443,28.28483,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GREENDALE,AV,2,-26.18795814,28.2843995,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GREENDALE,AV,3,-26.18849,28.284466,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GREENDALE,AV,4,-26.187855,28.28406,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GREENDALE,AV,5,-26.188526,28.284103,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GREENDALE,AV,6,-26.18797876,28.28374787,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GREENDALE,AV,7,-26.188568,28.283743,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GREENDALE,AV,8,-26.187946,28.283218,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GREENDALE,AV,9,-26.188605,28.283379,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GREENDALE,AV,10,-26.187985,28.282869,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GREENDALE,AV,11,-26.188645,28.283009,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GREENDALE,AV,12,-26.188025,28.282529,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GREENDALE,AV,13,-26.188685,28.282639,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GREENDALE,AV,14,-26.188055,28.282209,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GREENDALE,AV,15,-26.188715,28.282299,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,GREENDALE,AV,10A,-26.18779208,28.28284273,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,12,-26.19054597,28.28787284,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,14,-26.190194,28.287199,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,16,-26.1906,28.28652,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,16,-26.190762,28.286547,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,16,-26.19071773,28.2868328,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,16,-26.19055678,28.28679126,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,16,-26.19037157,28.28677032,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,16,-26.19040099,28.28651069,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,18,-26.190754,28.286249,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,20,-26.19053032,28.28618268,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,22,-26.190644,28.285939,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,24,-26.190798,28.285912,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,26,-26.19082,28.285665,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,15\325,-26.191444,28.286755,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,16\921,-26.191349,28.284974,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,17\325,-26.19109,28.28676,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILFENORA,ST,17\921,-26.191335,28.28523,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,2,-26.185235,28.291069,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,3,-26.185695,28.290079,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,4,-26.185065,28.290699,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,6,-26.184875,28.290309,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,7,-26.185295,28.289239,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,8,-26.184865,28.289875,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,9,-26.184963,28.288694,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,10,-26.184505,28.289529,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,11,-26.184559,28.288221,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,12,-26.184315,28.289139,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,14,-26.184135,28.288749,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,16,-26.183945,28.288359,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,18,-26.183836,28.288044,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,5A,-26.185338,28.289775,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,5B,-26.185616,28.289586,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,8A,-26.184479,28.289921,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,KILLARNEY,AV,9A,-26.185178,28.288942,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,LAKEFIELD,AV,13,-26.181663,28.293086,YES
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,LAKEFIELD,AV,15,-26.181595,28.292519,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,LAKEFIELD,AV,17,-26.181405,28.292129,NO
SOUTH AFRICA,GAUTENG,BENONI,LAKEFIELD,LAKEFIELD,AV,19,-26.181215,28.291739,YES
